date,open,high,low,close,volume
2021-11-21T13:03.00Z,4364.98,4364.47,4364.99,4362.73,22.35308672
2021-11-21T13:02.00Z,4364.36,4364.98,4365.74,4363.54,25.49825385
2021-11-21T13:01.00Z,4362.82,4364.36,4365.54,4362.81,47.50195474
2021-11-21T13:00.00Z,4360,4362.81,4363.96,4360,18.93525967
2021-11-21T12:59.00Z,4365.56,4360.01,4365.56,4360,27.74948711
2021-11-21T12:58.00Z,4362.71,4365.56,4365.58,4362.7,9.44065469
2021-11-21T12:57.00Z,4361.44,4362.71,4363.39,4361.43,18.62235099
2021-11-21T12:56.00Z,4361.65,4361.24,4362.89,4361.21,33.57039378
2021-11-21T12:55.00Z,4364.79,4361.65,4364.8,4361.38,12.93471343
2021-11-21T12:54.00Z,4364.9,4364.79,4365.57,4362.93,48.77383793
2021-11-21T12:53.00Z,4364.74,4364.89,4365.29,4364.52,11.23965431
2021-11-21T12:52.00Z,4365.87,4364.74,4365.87,4364.73,14.85362658
2021-11-21T12:51.00Z,4365.16,4365.87,4366.97,4365.15,21.20120302
2021-11-21T12:50.00Z,4361.21,4366.02,4366.24,4361.2,26.38726232
2021-11-21T12:49.00Z,4361.4,4361.2,4361.4,4360.87,17.67321915
2021-11-21T12:48.00Z,4368.31,4361.4,4368.31,4361.38,11.00166574
2021-11-21T12:47.00Z,4370.41,4368.31,4370.49,4368.23,16.63449694
2021-11-21T12:46.00Z,4370.34,4370.42,4371.38,4370.33,26.11932493
2021-11-21T12:45.00Z,4369.25,4370.33,4371.94,4369.24,16.3564375
2021-11-21T12:44.00Z,4367.02,4369.24,4369.25,4367.02,8.55114912
2021-11-21T12:43.00Z,4369.67,4367.03,4370.82,4366.75,15.19919089
2021-11-21T12:42.00Z,4366.13,4369.67,4369.67,4366.12,13.81293122
2021-11-21T12:41.00Z,4366.99,4366.13,4367.02,4365.32,24.3674318
2021-11-21T12:40.00Z,4365.29,4366.99,4367,4365.29,14.01831508
2021-11-21T12:39.00Z,4367.23,4365.3,4367.63,4365.29,15.68142305
