date,open,high,low,close,volume
2021-11-10T00:00:00.000Z,67080.5,67080.5,67080.5,67080.5,300
2021-11-10T00:01:00.000Z,67080.5,67080.5,67059.0,67059.0,300
2021-11-10T00:02:00.000Z,67059.0,67059.0,67059.0,67059.0,100
2021-11-10T00:03:00.000Z,67059.0,67059.0,67059.0,67059.0,0
2021-11-10T00:04:00.000Z,67059.0,67059.0,67059.0,67059.0,0
2021-11-10T00:05:00.000Z,67059.0,67110.5,67109.0,67110.5,1600
2021-11-10T00:06:00.000Z,67110.5,67115.5,67105.0,67115.5,700
2021-11-10T00:07:00.000Z,67115.5,67115.5,67115.5,67115.5,100
2021-11-10T00:08:00.000Z,67115.5,67115.5,67115.5,67115.5,300
2021-11-10T00:09:00.000Z,67115.5,67403.0,66947.5,66947.5,484000
2021-11-10T00:10:00.000Z,66947.5,67160.5,67059.0,67059.0,300
2021-11-10T00:11:00.000Z,67059.0,67039.0,67002.0,67002.0,200
2021-11-10T00:12:00.000Z,67002.0,67002.0,66978.5,66978.5,2400
2021-11-10T00:13:00.000Z,66978.5,66976.5,66893.5,66893.5,3300
2021-11-10T00:14:00.000Z,66893.5,66901.0,66893.5,66893.5,1200
2021-11-10T00:15:00.000Z,66893.5,66935.0,66935.0,66935.0,100
2021-11-10T00:16:00.000Z,66935.0,67059.0,66966.5,67059.0,400
2021-11-10T00:17:00.000Z,67059.0,67060.0,67059.0,67060.0,600
2021-11-10T00:18:00.000Z,67060.0,67170.5,67065.0,67170.5,800
2021-11-10T00:19:00.000Z,67170.5,67170.5,67061.0,67061.0,300
2021-11-10T00:20:00.000Z,67061.0,67271.5,67261.0,67271.5,300
2021-11-10T00:21:00.000Z,67271.5,67282.5,67271.5,67282.5,300
2021-11-10T00:22:00.000Z,67282.5,67282.5,67282.5,67282.5,0
2021-11-10T00:23:00.000Z,67282.5,67222.0,67222.0,67222.0,100
2021-11-10T00:24:00.000Z,67222.0,67222.0,67222.0,67222.0,0
2021-11-10T00:25:00.000Z,67222.0,67222.0,67222.0,67222.0,0
2021-11-10T00:26:00.000Z,67222.0,67222.0,67222.0,67222.0,0
2021-11-10T00:27:00.000Z,67222.0,67220.0,67209.5,67209.5,300
2021-11-10T00:28:00.000Z,67209.5,67209.5,67209.5,67209.5,0
2021-11-10T00:29:00.000Z,67209.5,67282.5,67282.5,67282.5,100
2021-11-10T00:30:00.000Z,67282.5,67282.5,67282.5,67282.5,0
2021-11-10T00:31:00.000Z,67282.5,67282.5,67282.5,67282.5,0
2021-11-10T00:32:00.000Z,67282.5,67280.0,67280.0,67280.0,100
2021-11-10T00:33:00.000Z,67280.0,67280.0,67280.0,67280.0,0
2021-11-10T00:34:00.000Z,67280.0,67279.5,67067.0,67067.0,4100
2021-11-10T00:35:00.000Z,67067.0,67239.0,67239.0,67239.0,100
2021-11-10T00:36:00.000Z,67239.0,67239.0,67239.0,67239.0,0
2021-11-10T00:37:00.000Z,67239.0,67227.0,67198.0,67227.0,200
2021-11-10T00:38:00.000Z,67227.0,67151.5,67151.5,67151.5,100
2021-11-10T00:39:00.000Z,67151.5,67081.0,67081.0,67081.0,100
2021-11-10T00:40:00.000Z,67081.0,67075.5,67072.5,67075.5,200
2021-11-10T00:41:00.000Z,67075.5,67065.0,67065.0,67065.0,100
2021-11-10T00:42:00.000Z,67065.0,67065.0,67065.0,67065.0,0
2021-11-10T00:43:00.000Z,67065.0,67088.0,67088.0,67088.0,200
2021-11-10T00:44:00.000Z,67088.0,67069.5,67059.0,67059.0,500
2021-11-10T00:45:00.000Z,67059.0,67069.5,67019.5,67029.5,900
2021-11-10T00:46:00.000Z,67029.5,67019.5,66939.5,66939.5,1400
2021-11-10T00:47:00.000Z,66939.5,66940.0,66923.0,66923.0,300
2021-11-10T00:48:00.000Z,66923.0,66935.0,66935.0,66935.0,100
2021-11-10T00:49:00.000Z,66935.0,67134.0,66645.5,66666.0,175200
2021-11-10T00:50:00.000Z,66666.0,66666.0,66666.0,66666.0,0
2021-11-10T00:51:00.000Z,66666.0,66918.5,66858.0,66887.5,400
2021-11-10T00:52:00.000Z,66887.5,66934.0,66832.5,66934.0,700
2021-11-10T00:53:00.000Z,66934.0,66947.5,66772.5,66772.5,400
2021-11-10T00:54:00.000Z,66772.5,66772.5,66772.5,66772.5,0
2021-11-10T00:55:00.000Z,66772.5,66947.5,66947.5,66947.5,100
2021-11-10T00:56:00.000Z,66947.5,67040.0,66947.5,67040.0,1100
2021-11-10T00:57:00.000Z,67040.0,67022.5,66946.5,66946.5,200
2021-11-10T00:58:00.000Z,66946.5,66946.5,66946.5,66946.5,0
2021-11-10T00:59:00.000Z,66946.5,66946.5,66946.5,66946.5,0
2021-11-10T01:00:00.000Z,66946.5,67020.0,67020.0,67020.0,100
2021-11-10T01:01:00.000Z,67020.0,66896.5,66896.5,66896.5,100
2021-11-10T01:02:00.000Z,66896.5,67013.0,66993.0,67013.0,1100
2021-11-10T01:03:00.000Z,67013.0,67013.0,66925.5,67013.0,1300
